video,frame_path,audio_path,label,audio_available
Fighting023_x264,datasets/UCF-Crime_frames_16\Fighting\Fighting023_x264,datasets/UCF-Crime_audio\Fighting\Fighting023_x264.wav,Fighting,1
Fighting024_x264,datasets/UCF-Crime_frames_16\Fighting\Fighting024_x264,datasets/UCF-Crime_audio\Fighting\Fighting024_x264.wav,Fighting,1
Fighting025_x264,datasets/UCF-Crime_frames_16\Fighting\Fighting025_x264,datasets/UCF-Crime_audio\Fighting\Fighting025_x264.wav,Fighting,1
Fighting026_x264,datasets/UCF-Crime_frames_16\Fighting\Fighting026_x264,datasets/UCF-Crime_audio\Fighting\Fighting026_x264.wav,Fighting,1
Fighting027_x264,datasets/UCF-Crime_frames_16\Fighting\Fighting027_x264,datasets/UCF-Crime_audio\Fighting\Fighting027_x264.wav,Fighting,1
Fighting028_x264,datasets/UCF-Crime_frames_16\Fighting\Fighting028_x264,datasets/UCF-Crime_audio\Fighting\Fighting028_x264.wav,Fighting,1
Fighting029_x264,datasets/UCF-Crime_frames_16\Fighting\Fighting029_x264,datasets/UCF-Crime_audio\Fighting\Fighting029_x264.wav,Fighting,1
Fighting030_x264,datasets/UCF-Crime_frames_16\Fighting\Fighting030_x264,datasets/UCF-Crime_audio\Fighting\Fighting030_x264.wav,Fighting,1
Fighting031_x264,datasets/UCF-Crime_frames_16\Fighting\Fighting031_x264,datasets/UCF-Crime_audio\Fighting\Fighting031_x264.wav,Fighting,1
Fighting032_x264,datasets/UCF-Crime_frames_16\Fighting\Fighting032_x264,datasets/UCF-Crime_audio\Fighting\Fighting032_x264.wav,Fighting,1
Fighting033_x264,datasets/UCF-Crime_frames_16\Fighting\Fighting033_x264,datasets/UCF-Crime_audio\Fighting\Fighting033_x264.wav,Fighting,1
Fighting034_x264,datasets/UCF-Crime_frames_16\Fighting\Fighting034_x264,datasets/UCF-Crime_audio\Fighting\Fighting034_x264.wav,Fighting,1
Fighting035_x264,datasets/UCF-Crime_frames_16\Fighting\Fighting035_x264,datasets/UCF-Crime_audio\Fighting\Fighting035_x264.wav,Fighting,1
Fighting036_x264,datasets/UCF-Crime_frames_16\Fighting\Fighting036_x264,datasets/UCF-Crime_audio\Fighting\Fighting036_x264.wav,Fighting,1
Fighting037_x264,datasets/UCF-Crime_frames_16\Fighting\Fighting037_x264,datasets/UCF-Crime_audio\Fighting\Fighting037_x264.wav,Fighting,1
Fighting038_x264,datasets/UCF-Crime_frames_16\Fighting\Fighting038_x264,datasets/UCF-Crime_audio\Fighting\Fighting038_x264.wav,Fighting,1
Fighting039_x264,datasets/UCF-Crime_frames_16\Fighting\Fighting039_x264,datasets/UCF-Crime_audio\Fighting\Fighting039_x264.wav,Fighting,1
Fighting040_x264,datasets/UCF-Crime_frames_16\Fighting\Fighting040_x264,datasets/UCF-Crime_audio\Fighting\Fighting040_x264.wav,Fighting,1
Fighting041_x264,datasets/UCF-Crime_frames_16\Fighting\Fighting041_x264,datasets/UCF-Crime_audio\Fighting\Fighting041_x264.wav,Fighting,1
Fighting042_x264,datasets/UCF-Crime_frames_16\Fighting\Fighting042_x264,datasets/UCF-Crime_audio\Fighting\Fighting042_x264.wav,Fighting,1
Fighting043_x264,datasets/UCF-Crime_frames_16\Fighting\Fighting043_x264,datasets/UCF-Crime_audio\Fighting\Fighting043_x264.wav,Fighting,1
Fighting044_x264,datasets/UCF-Crime_frames_16\Fighting\Fighting044_x264,datasets/UCF-Crime_audio\Fighting\Fighting044_x264.wav,Fighting,1
Fighting045_x264,datasets/UCF-Crime_frames_16\Fighting\Fighting045_x264,,Fighting,0
Fighting046_x264,datasets/UCF-Crime_frames_16\Fighting\Fighting046_x264,datasets/UCF-Crime_audio\Fighting\Fighting046_x264.wav,Fighting,1
Fighting047_x264,datasets/UCF-Crime_frames_16\Fighting\Fighting047_x264,datasets/UCF-Crime_audio\Fighting\Fighting047_x264.wav,Fighting,1
Fighting048_x264,datasets/UCF-Crime_frames_16\Fighting\Fighting048_x264,datasets/UCF-Crime_audio\Fighting\Fighting048_x264.wav,Fighting,1
Fighting049_x264,datasets/UCF-Crime_frames_16\Fighting\Fighting049_x264,datasets/UCF-Crime_audio\Fighting\Fighting049_x264.wav,Fighting,1
Fighting050_x264,datasets/UCF-Crime_frames_16\Fighting\Fighting050_x264,datasets/UCF-Crime_audio\Fighting\Fighting050_x264.wav,Fighting,1
Fighting051_x264,datasets/UCF-Crime_frames_16\Fighting\Fighting051_x264,,Fighting,0
Normal_Videos_015_x264,datasets/UCF-Crime_frames_16\Normal\Normal_Videos_015_x264,datasets/UCF-Crime_audio\Normal\Normal_Videos_015_x264.wav,Normal,1
Normal_Videos_050_x264,datasets/UCF-Crime_frames_16\Normal\Normal_Videos_050_x264,datasets/UCF-Crime_audio\Normal\Normal_Videos_050_x264.wav,Normal,1
Normal_Videos_100_x264,datasets/UCF-Crime_frames_16\Normal\Normal_Videos_100_x264,datasets/UCF-Crime_audio\Normal\Normal_Videos_100_x264.wav,Normal,1
Normal_Videos_129_x264,datasets/UCF-Crime_frames_16\Normal\Normal_Videos_129_x264,datasets/UCF-Crime_audio\Normal\Normal_Videos_129_x264.wav,Normal,1
Normal_Videos_150_x264,datasets/UCF-Crime_frames_16\Normal\Normal_Videos_150_x264,datasets/UCF-Crime_audio\Normal\Normal_Videos_150_x264.wav,Normal,1
Normal_Videos_246_x264,datasets/UCF-Crime_frames_16\Normal\Normal_Videos_246_x264,datasets/UCF-Crime_audio\Normal\Normal_Videos_246_x264.wav,Normal,1
Normal_Videos_247_x264,datasets/UCF-Crime_frames_16\Normal\Normal_Videos_247_x264,datasets/UCF-Crime_audio\Normal\Normal_Videos_247_x264.wav,Normal,1
Normal_Videos_248_x264,datasets/UCF-Crime_frames_16\Normal\Normal_Videos_248_x264,datasets/UCF-Crime_audio\Normal\Normal_Videos_248_x264.wav,Normal,1
Normal_Videos_251_x264,datasets/UCF-Crime_frames_16\Normal\Normal_Videos_251_x264,datasets/UCF-Crime_audio\Normal\Normal_Videos_251_x264.wav,Normal,1
Normal_Videos_289_x264,datasets/UCF-Crime_frames_16\Normal\Normal_Videos_289_x264,datasets/UCF-Crime_audio\Normal\Normal_Videos_289_x264.wav,Normal,1
Normal_Videos_310_x264,datasets/UCF-Crime_frames_16\Normal\Normal_Videos_310_x264,datasets/UCF-Crime_audio\Normal\Normal_Videos_310_x264.wav,Normal,1
Normal_Videos_312_x264,datasets/UCF-Crime_frames_16\Normal\Normal_Videos_312_x264,datasets/UCF-Crime_audio\Normal\Normal_Videos_312_x264.wav,Normal,1
Normal_Videos_317_x264,datasets/UCF-Crime_frames_16\Normal\Normal_Videos_317_x264,datasets/UCF-Crime_audio\Normal\Normal_Videos_317_x264.wav,Normal,1
Normal_Videos_345_x264,datasets/UCF-Crime_frames_16\Normal\Normal_Videos_345_x264,datasets/UCF-Crime_audio\Normal\Normal_Videos_345_x264.wav,Normal,1
Normal_Videos_352_x264,datasets/UCF-Crime_frames_16\Normal\Normal_Videos_352_x264,datasets/UCF-Crime_audio\Normal\Normal_Videos_352_x264.wav,Normal,1
Normal_Videos_360_x264,datasets/UCF-Crime_frames_16\Normal\Normal_Videos_360_x264,datasets/UCF-Crime_audio\Normal\Normal_Videos_360_x264.wav,Normal,1
Normal_Videos_365_x264,datasets/UCF-Crime_frames_16\Normal\Normal_Videos_365_x264,datasets/UCF-Crime_audio\Normal\Normal_Videos_365_x264.wav,Normal,1
Normal_Videos_401_x264,datasets/UCF-Crime_frames_16\Normal\Normal_Videos_401_x264,datasets/UCF-Crime_audio\Normal\Normal_Videos_401_x264.wav,Normal,1
Normal_Videos_417_x264,datasets/UCF-Crime_frames_16\Normal\Normal_Videos_417_x264,datasets/UCF-Crime_audio\Normal\Normal_Videos_417_x264.wav,Normal,1
Normal_Videos_439_x264,datasets/UCF-Crime_frames_16\Normal\Normal_Videos_439_x264,datasets/UCF-Crime_audio\Normal\Normal_Videos_439_x264.wav,Normal,1
Normal_Videos_452_x264,datasets/UCF-Crime_frames_16\Normal\Normal_Videos_452_x264,datasets/UCF-Crime_audio\Normal\Normal_Videos_452_x264.wav,Normal,1
Normal_Videos_453_x264,datasets/UCF-Crime_frames_16\Normal\Normal_Videos_453_x264,datasets/UCF-Crime_audio\Normal\Normal_Videos_453_x264.wav,Normal,1
Normal_Videos_478_x264,datasets/UCF-Crime_frames_16\Normal\Normal_Videos_478_x264,,Normal,0
Normal_Videos_576_x264,datasets/UCF-Crime_frames_16\Normal\Normal_Videos_576_x264,datasets/UCF-Crime_audio\Normal\Normal_Videos_576_x264.wav,Normal,1
Normal_Videos_597_x264,datasets/UCF-Crime_frames_16\Normal\Normal_Videos_597_x264,datasets/UCF-Crime_audio\Normal\Normal_Videos_597_x264.wav,Normal,1
Normal_Videos_603_x264,datasets/UCF-Crime_frames_16\Normal\Normal_Videos_603_x264,datasets/UCF-Crime_audio\Normal\Normal_Videos_603_x264.wav,Normal,1
Normal_Videos_606_x264,datasets/UCF-Crime_frames_16\Normal\Normal_Videos_606_x264,datasets/UCF-Crime_audio\Normal\Normal_Videos_606_x264.wav,Normal,1
Normal_Videos_621_x264,datasets/UCF-Crime_frames_16\Normal\Normal_Videos_621_x264,datasets/UCF-Crime_audio\Normal\Normal_Videos_621_x264.wav,Normal,1
Normal_Videos_634_x264,datasets/UCF-Crime_frames_16\Normal\Normal_Videos_634_x264,datasets/UCF-Crime_audio\Normal\Normal_Videos_634_x264.wav,Normal,1
Normal_Videos_641_x264,datasets/UCF-Crime_frames_16\Normal\Normal_Videos_641_x264,datasets/UCF-Crime_audio\Normal\Normal_Videos_641_x264.wav,Normal,1
Normal_Videos_656_x264,datasets/UCF-Crime_frames_16\Normal\Normal_Videos_656_x264,datasets/UCF-Crime_audio\Normal\Normal_Videos_656_x264.wav,Normal,1
Normal_Videos_696_x264,datasets/UCF-Crime_frames_16\Normal\Normal_Videos_696_x264,datasets/UCF-Crime_audio\Normal\Normal_Videos_696_x264.wav,Normal,1
Normal_Videos_704_x264,datasets/UCF-Crime_frames_16\Normal\Normal_Videos_704_x264,datasets/UCF-Crime_audio\Normal\Normal_Videos_704_x264.wav,Normal,1
Normal_Videos_722_x264,datasets/UCF-Crime_frames_16\Normal\Normal_Videos_722_x264,datasets/UCF-Crime_audio\Normal\Normal_Videos_722_x264.wav,Normal,1
Normal_Videos_745_x264,datasets/UCF-Crime_frames_16\Normal\Normal_Videos_745_x264,datasets/UCF-Crime_audio\Normal\Normal_Videos_745_x264.wav,Normal,1
Normal_Videos_758_x264,datasets/UCF-Crime_frames_16\Normal\Normal_Videos_758_x264,datasets/UCF-Crime_audio\Normal\Normal_Videos_758_x264.wav,Normal,1
Normal_Videos_781_x264,datasets/UCF-Crime_frames_16\Normal\Normal_Videos_781_x264,datasets/UCF-Crime_audio\Normal\Normal_Videos_781_x264.wav,Normal,1
Normal_Videos_798_x264,datasets/UCF-Crime_frames_16\Normal\Normal_Videos_798_x264,,Normal,0
Normal_Videos_801_x264,datasets/UCF-Crime_frames_16\Normal\Normal_Videos_801_x264,datasets/UCF-Crime_audio\Normal\Normal_Videos_801_x264.wav,Normal,1
Normal_Videos_828_x264,datasets/UCF-Crime_frames_16\Normal\Normal_Videos_828_x264,datasets/UCF-Crime_audio\Normal\Normal_Videos_828_x264.wav,Normal,1
Normal_Videos_831_x264,datasets/UCF-Crime_frames_16\Normal\Normal_Videos_831_x264,datasets/UCF-Crime_audio\Normal\Normal_Videos_831_x264.wav,Normal,1
Normal_Videos_877_x264,datasets/UCF-Crime_frames_16\Normal\Normal_Videos_877_x264,datasets/UCF-Crime_audio\Normal\Normal_Videos_877_x264.wav,Normal,1
Normal_Videos_881_x264,datasets/UCF-Crime_frames_16\Normal\Normal_Videos_881_x264,datasets/UCF-Crime_audio\Normal\Normal_Videos_881_x264.wav,Normal,1
Normal_Videos_885_x264,datasets/UCF-Crime_frames_16\Normal\Normal_Videos_885_x264,datasets/UCF-Crime_audio\Normal\Normal_Videos_885_x264.wav,Normal,1
Normal_Videos_892_x264,datasets/UCF-Crime_frames_16\Normal\Normal_Videos_892_x264,datasets/UCF-Crime_audio\Normal\Normal_Videos_892_x264.wav,Normal,1
Normal_Videos_905_x264,datasets/UCF-Crime_frames_16\Normal\Normal_Videos_905_x264,,Normal,0
Normal_Videos_912_x264,datasets/UCF-Crime_frames_16\Normal\Normal_Videos_912_x264,,Normal,0
Normal_Videos_913_x264,datasets/UCF-Crime_frames_16\Normal\Normal_Videos_913_x264,,Normal,0
Normal_Videos_914_x264,datasets/UCF-Crime_frames_16\Normal\Normal_Videos_914_x264,,Normal,0
Normal_Videos_929_x264,datasets/UCF-Crime_frames_16\Normal\Normal_Videos_929_x264,datasets/UCF-Crime_audio\Normal\Normal_Videos_929_x264.wav,Normal,1
RoadAccidents001_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents001_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents001_x264.wav,RoadAccidents,1
RoadAccidents002_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents002_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents002_x264.wav,RoadAccidents,1
RoadAccidents003_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents003_x264,,RoadAccidents,0
RoadAccidents004_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents004_x264,,RoadAccidents,0
RoadAccidents005_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents005_x264,,RoadAccidents,0
RoadAccidents006_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents006_x264,,RoadAccidents,0
RoadAccidents007_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents007_x264,,RoadAccidents,0
RoadAccidents008_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents008_x264,,RoadAccidents,0
RoadAccidents009_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents009_x264,,RoadAccidents,0
RoadAccidents010_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents010_x264,,RoadAccidents,0
RoadAccidents011_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents011_x264,,RoadAccidents,0
RoadAccidents012_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents012_x264,,RoadAccidents,0
RoadAccidents013_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents013_x264,,RoadAccidents,0
RoadAccidents014_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents014_x264,,RoadAccidents,0
RoadAccidents015_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents015_x264,,RoadAccidents,0
RoadAccidents016_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents016_x264,,RoadAccidents,0
RoadAccidents017_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents017_x264,,RoadAccidents,0
RoadAccidents018_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents018_x264,,RoadAccidents,0
RoadAccidents019_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents019_x264,,RoadAccidents,0
RoadAccidents020_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents020_x264,,RoadAccidents,0
RoadAccidents021_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents021_x264,,RoadAccidents,0
RoadAccidents022_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents022_x264,,RoadAccidents,0
RoadAccidents023_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents023_x264,,RoadAccidents,0
RoadAccidents024_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents024_x264,,RoadAccidents,0
RoadAccidents025_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents025_x264,,RoadAccidents,0
RoadAccidents026_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents026_x264,,RoadAccidents,0
RoadAccidents027_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents027_x264,,RoadAccidents,0
RoadAccidents028_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents028_x264,,RoadAccidents,0
RoadAccidents029_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents029_x264,,RoadAccidents,0
RoadAccidents030_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents030_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents030_x264.wav,RoadAccidents,1
RoadAccidents031_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents031_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents031_x264.wav,RoadAccidents,1
RoadAccidents032_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents032_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents032_x264.wav,RoadAccidents,1
RoadAccidents033_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents033_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents033_x264.wav,RoadAccidents,1
RoadAccidents034_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents034_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents034_x264.wav,RoadAccidents,1
RoadAccidents035_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents035_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents035_x264.wav,RoadAccidents,1
RoadAccidents036_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents036_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents036_x264.wav,RoadAccidents,1
RoadAccidents037_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents037_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents037_x264.wav,RoadAccidents,1
RoadAccidents038_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents038_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents038_x264.wav,RoadAccidents,1
RoadAccidents039_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents039_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents039_x264.wav,RoadAccidents,1
RoadAccidents040_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents040_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents040_x264.wav,RoadAccidents,1
RoadAccidents041_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents041_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents041_x264.wav,RoadAccidents,1
RoadAccidents042_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents042_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents042_x264.wav,RoadAccidents,1
RoadAccidents043_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents043_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents043_x264.wav,RoadAccidents,1
RoadAccidents044_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents044_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents044_x264.wav,RoadAccidents,1
RoadAccidents046_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents046_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents046_x264.wav,RoadAccidents,1
RoadAccidents047_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents047_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents047_x264.wav,RoadAccidents,1
RoadAccidents048_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents048_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents048_x264.wav,RoadAccidents,1
RoadAccidents049_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents049_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents049_x264.wav,RoadAccidents,1
RoadAccidents050_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents050_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents050_x264.wav,RoadAccidents,1
RoadAccidents051_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents051_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents051_x264.wav,RoadAccidents,1
RoadAccidents052_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents052_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents052_x264.wav,RoadAccidents,1
RoadAccidents053_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents053_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents053_x264.wav,RoadAccidents,1
RoadAccidents054_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents054_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents054_x264.wav,RoadAccidents,1
RoadAccidents055_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents055_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents055_x264.wav,RoadAccidents,1
RoadAccidents056_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents056_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents056_x264.wav,RoadAccidents,1
RoadAccidents057_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents057_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents057_x264.wav,RoadAccidents,1
RoadAccidents058_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents058_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents058_x264.wav,RoadAccidents,1
RoadAccidents059_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents059_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents059_x264.wav,RoadAccidents,1
RoadAccidents060_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents060_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents060_x264.wav,RoadAccidents,1
RoadAccidents061_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents061_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents061_x264.wav,RoadAccidents,1
RoadAccidents062_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents062_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents062_x264.wav,RoadAccidents,1
RoadAccidents063_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents063_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents063_x264.wav,RoadAccidents,1
RoadAccidents064_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents064_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents064_x264.wav,RoadAccidents,1
RoadAccidents065_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents065_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents065_x264.wav,RoadAccidents,1
RoadAccidents066_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents066_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents066_x264.wav,RoadAccidents,1
RoadAccidents067_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents067_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents067_x264.wav,RoadAccidents,1
RoadAccidents068_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents068_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents068_x264.wav,RoadAccidents,1
RoadAccidents069_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents069_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents069_x264.wav,RoadAccidents,1
RoadAccidents070_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents070_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents070_x264.wav,RoadAccidents,1
RoadAccidents071_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents071_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents071_x264.wav,RoadAccidents,1
RoadAccidents072_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents072_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents072_x264.wav,RoadAccidents,1
RoadAccidents073_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents073_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents073_x264.wav,RoadAccidents,1
RoadAccidents074_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents074_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents074_x264.wav,RoadAccidents,1
RoadAccidents075_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents075_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents075_x264.wav,RoadAccidents,1
RoadAccidents076_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents076_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents076_x264.wav,RoadAccidents,1
RoadAccidents077_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents077_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents077_x264.wav,RoadAccidents,1
RoadAccidents078_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents078_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents078_x264.wav,RoadAccidents,1
RoadAccidents079_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents079_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents079_x264.wav,RoadAccidents,1
RoadAccidents080_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents080_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents080_x264.wav,RoadAccidents,1
RoadAccidents081_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents081_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents081_x264.wav,RoadAccidents,1
RoadAccidents082_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents082_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents082_x264.wav,RoadAccidents,1
RoadAccidents083_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents083_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents083_x264.wav,RoadAccidents,1
RoadAccidents084_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents084_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents084_x264.wav,RoadAccidents,1
RoadAccidents085_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents085_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents085_x264.wav,RoadAccidents,1
RoadAccidents086_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents086_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents086_x264.wav,RoadAccidents,1
RoadAccidents087_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents087_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents087_x264.wav,RoadAccidents,1
RoadAccidents088_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents088_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents088_x264.wav,RoadAccidents,1
RoadAccidents089_x264,datasets/UCF-Crime_frames_16\RoadAccidents\RoadAccidents089_x264,datasets/UCF-Crime_audio\RoadAccidents\RoadAccidents089_x264.wav,RoadAccidents,1
